title,price,rating,category,image,image_local
My Life Next Door (My Life Next Door ),36.39,5,Young Adult,https://books.toscrape.com/media/cache/98/00/98001a78a78ab77027145ff586d64431.jpg,/app/data/images/young-adult/my-life-next-door-my-life-next-door-e41e0988.jpg
Future Shock (Future Shock #1),55.65,5,Young Adult,https://books.toscrape.com/media/cache/89/10/8910c36eec96636288a9cfb61610c9fa.jpg,/app/data/images/young-adult/future-shock-future-shock-1-5eee7db8.jpg
Nightstruck: A Novel,50.35,4,Young Adult,https://books.toscrape.com/media/cache/c0/df/c0dfd5388bb38b9c24da2e94534e1198.jpg,/app/data/images/young-adult/nightstruck-a-novel-39367632.jpg
Tell the Wolves I'm Home,50.96,2,Young Adult,https://books.toscrape.com/media/cache/f9/72/f972e744117c9d4b5fefb3410c0e9f7c.jpg,/app/data/images/young-adult/tell-the-wolves-im-home-0c12992c.jpg
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,Young Adult,https://books.toscrape.com/media/cache/de/a1/dea174c8a8dbfd98e5e05c9e479a52b2.jpg,/app/data/images/young-adult/will-grayson-will-grayson-will-grayson-will-grayson-c44e41fe.jpg
Where She Went (If I Stay #2),41.73,4,Young Adult,https://books.toscrape.com/media/cache/05/86/0586b3d79013f606494e843de1faea0b.jpg,/app/data/images/young-adult/where-she-went-if-i-stay-2-c0181bab.jpg
Two Summers,14.64,1,Young Adult,https://books.toscrape.com/media/cache/89/16/89165d7488fbaa9e60cfcabe56796288.jpg,/app/data/images/young-adult/two-summers-27299ba0.jpg
The Darkest Corners,11.33,5,Young Adult,https://books.toscrape.com/media/cache/c1/ab/c1ab73a20d02b5f3a5599e7c5704a909.jpg,/app/data/images/young-adult/the-darkest-corners-7f3b98a1.jpg
Tell Me Three Things,41.81,1,Young Adult,https://books.toscrape.com/media/cache/a1/2f/a12f0bec8c8728800f901b4e5f6e3f9a.jpg,/app/data/images/young-adult/tell-me-three-things-522f1232.jpg
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,Young Adult,https://books.toscrape.com/media/cache/bc/c8/bcc8374e0c81ded1486b6225ca4fe78a.jpg,/app/data/images/young-adult/lola-and-the-boy-next-door-anna-and-the-french-kiss-2-6e39c13c.jpg
Kill the Boy Band,15.52,5,Young Adult,https://books.toscrape.com/media/cache/05/74/0574a71ccaff1fef1f8e9a1f4c22b7bc.jpg,/app/data/images/young-adult/kill-the-boy-band-41fbcaa3.jpg
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,Young Adult,https://books.toscrape.com/media/cache/0d/0b/0d0bd1fce3e0171cf101764393caea41.jpg,/app/data/images/young-adult/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3-9ab5ea4d.jpg
An Abundance of Katherines,10.0,5,Young Adult,https://books.toscrape.com/media/cache/ed/45/ed4517339d4780f4158c485c83850d20.jpg,/app/data/images/young-adult/an-abundance-of-katherines-6c39f1f7.jpg
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,Young Adult,https://books.toscrape.com/media/cache/d1/fb/d1fbdddb0d4fb0c445a33c6d003d0990.jpg,/app/data/images/young-adult/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3-eaa4a482.jpg
Walk the Edge (Thunder Road #2),32.36,3,Young Adult,https://books.toscrape.com/media/cache/61/2c/612ce7fa4cbee472392ce8721a4e863e.jpg,/app/data/images/young-adult/walk-the-edge-thunder-road-2-72e06ddb.jpg
Two Boys Kissing,32.74,2,Young Adult,https://books.toscrape.com/media/cache/53/bd/53bd80b1fc1914f418dc31a9d6571cb1.jpg,/app/data/images/young-adult/two-boys-kissing-08e440d5.jpg
The New Guy (and Other Senior Year Distractions),44.92,3,Young Adult,https://books.toscrape.com/media/cache/d8/9d/d89dc869d5ea1462fd746ac6de97583f.jpg,/app/data/images/young-adult/the-new-guy-and-other-senior-year-distractions-3b49151c.jpg
"The Land of 10,000 Madonnas",29.64,4,Young Adult,https://books.toscrape.com/media/cache/ae/93/ae93b007df22c99ea2ff2f907b06663e.jpg,/app/data/images/young-adult/the-land-of-10000-madonnas-8ac686db.jpg
Scarlet (The Lunar Chronicles #2),14.57,4,Young Adult,https://books.toscrape.com/media/cache/b6/5c/b65c3622c0da689990fd1d7f1a0b826c.jpg,/app/data/images/young-adult/scarlet-the-lunar-chronicles-2-a3668124.jpg
Legend (Legend #1),43.69,4,Young Adult,https://books.toscrape.com/media/cache/6c/6c/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg,/app/data/images/young-adult/legend-legend-1-dc151b11.jpg
Lady Renegades (Rebel Belle #3),53.04,5,Young Adult,https://books.toscrape.com/media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg,/app/data/images/young-adult/lady-renegades-rebel-belle-3-9200e620.jpg
Golden (Heart of Dread #3),42.21,4,Young Adult,https://books.toscrape.com/media/cache/39/2f/392fedbcda7bf8f968d5e6643ea5545f.jpg,/app/data/images/young-adult/golden-heart-of-dread-3-cb9fa3d0.jpg
Cinder (The Lunar Chronicles #1),26.09,1,Young Adult,https://books.toscrape.com/media/cache/4e/d2/4ed2ec75df84ba1093fc4141b29abab3.jpg,/app/data/images/young-adult/cinder-the-lunar-chronicles-1-53433511.jpg
Boy Meets Boy,21.12,3,Young Adult,https://books.toscrape.com/media/cache/0b/ac/0baceb72d202880d1441a32193df6e11.jpg,/app/data/images/young-adult/boy-meets-boy-24a7da6b.jpg
Annie on My Mind,36.83,5,Young Adult,https://books.toscrape.com/media/cache/88/ba/88baf408218bf1e31626211da4329c6b.jpg,/app/data/images/young-adult/annie-on-my-mind-431bf31a.jpg
New Moon (Twilight #2),12.86,4,Young Adult,https://books.toscrape.com/media/cache/5a/1f/5a1fa3ec68add137878b42243813263d.jpg,/app/data/images/young-adult/new-moon-twilight-2-0258a87c.jpg
Girl Online On Tour (Girl Online #2),53.47,1,Young Adult,https://books.toscrape.com/media/cache/e0/22/e0221ab11b1d093a2d03927b4962c544.jpg,/app/data/images/young-adult/girl-online-on-tour-girl-online-2-16bc683a.jpg
The Haters,27.89,5,Young Adult,https://books.toscrape.com/media/cache/4c/e9/4ce9f937ac784ae0b377bcbf2a38a8b2.jpg,/app/data/images/young-adult/the-haters-77d31f35.jpg
The Art of Not Breathing,40.83,4,Young Adult,https://books.toscrape.com/media/cache/37/26/3726bb1bf30241b6d6f8c8488ad70989.jpg,/app/data/images/young-adult/the-art-of-not-breathing-91c51d79.jpg
