title,price,rating,category,image,image_local
Without Shame,48.27,5,Add a comment,https://books.toscrape.com/media/cache/90/86/9086ca3d1d5c4059beb7dcf762926e1e.jpg,/app/data/images/add-a-comment/without-shame-809ad43c.jpg
Watchmen,58.05,4,Add a comment,https://books.toscrape.com/media/cache/0b/43/0b43137f35134bf211608d1e7197b086.jpg,/app/data/images/add-a-comment/watchmen-f3707967.jpg
A Hero's Curse (The Unseen Chronicles #1),50.49,3,Add a comment,https://books.toscrape.com/media/cache/95/68/95685fabe00befa6dc91277cde703b55.jpg,/app/data/images/add-a-comment/a-heros-curse-the-unseen-chronicles-1-16b0061a.jpg
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,Add a comment,https://books.toscrape.com/media/cache/29/3e/293e31894cd2c5bf2aff452b8c818b66.jpg,/app/data/images/add-a-comment/23-degrees-south-a-tropical-tale-of-changing-whether-3c9ad505.jpg
The Glass Castle,16.24,1,Add a comment,https://books.toscrape.com/media/cache/e0/e9/e0e97d416322d9728df7d9e589d6a998.jpg,/app/data/images/add-a-comment/the-glass-castle-409b3827.jpg
The Drowning Girls,35.67,3,Add a comment,https://books.toscrape.com/media/cache/f5/d9/f5d90537f3bed5ad7c8971190beb0730.jpg,/app/data/images/add-a-comment/the-drowning-girls-46cb682d.jpg
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,Add a comment,https://books.toscrape.com/media/cache/56/75/567575381760b5c1ec018d10d350fc5f.jpg,/app/data/images/add-a-comment/team-of-rivals-the-political-genius-of-abraham-lincoln-b9827a09.jpg
John Adams,57.43,4,Add a comment,https://books.toscrape.com/media/cache/59/b4/59b4f94b4dc4c7cb844a6f24a5e2a41e.jpg,/app/data/images/add-a-comment/john-adams-3c8d2610.jpg
Good in Bed (Cannie Shapiro #1),37.05,5,Add a comment,https://books.toscrape.com/media/cache/1d/f4/1df443b1bd6d7a1d804b4780a666438f.jpg,/app/data/images/add-a-comment/good-in-bed-cannie-shapiro-1-e8c836ad.jpg
The Joy of Cooking,43.27,4,Add a comment,https://books.toscrape.com/media/cache/05/8e/058ebff59d12ebe40df1844bedd9366b.jpg,/app/data/images/add-a-comment/the-joy-of-cooking-d2959e24.jpg
The Golden Compass (His Dark Materials #1),18.77,1,Add a comment,https://books.toscrape.com/media/cache/e7/9f/e79f81bfea1cb8b0503db022b64da713.jpg,/app/data/images/add-a-comment/the-golden-compass-his-dark-materials-1-6df558c6.jpg
The God Delusion,46.85,3,Add a comment,https://books.toscrape.com/media/cache/36/64/36643d44134c8a227988927013805e61.jpg,/app/data/images/add-a-comment/the-god-delusion-1ff35868.jpg
Pride and Prejudice,19.27,4,Add a comment,https://books.toscrape.com/media/cache/c8/09/c80991f861675b6e75dc7f2f6a50e5a0.jpg,/app/data/images/add-a-comment/pride-and-prejudice-46539d4b.jpg
Mere Christianity,48.51,3,Add a comment,https://books.toscrape.com/media/cache/d2/90/d29093abd0b9d5258e2e08b731778158.jpg,/app/data/images/add-a-comment/mere-christianity-aaf25f12.jpg
Fun Home: A Family Tragicomic,56.59,4,Add a comment,https://books.toscrape.com/media/cache/54/ae/54ae8233e8422676c241d1cea0b67f1d.jpg,/app/data/images/add-a-comment/fun-home-a-family-tragicomic-789e9156.jpg
The Raven King (The Raven Cycle #4),30.57,2,Add a comment,https://books.toscrape.com/media/cache/da/54/da54d953f00d1e465f31f865df3d0f3f.jpg,/app/data/images/add-a-comment/the-raven-king-the-raven-cycle-4-12fd5806.jpg
Find Her (Detective D.D. Warren #8),22.37,1,Add a comment,https://books.toscrape.com/media/cache/f6/f2/f6f2094e8a318093fa53784df2bfeab8.jpg,/app/data/images/add-a-comment/find-her-detective-dd-warren-8-a9fef9fb.jpg
Evicted: Poverty and Profit in the American City,42.27,1,Add a comment,https://books.toscrape.com/media/cache/d0/4f/d04f8176cf0527b293114173d01999d7.jpg,/app/data/images/add-a-comment/evicted-poverty-and-profit-in-the-american-city-755b568c.jpg
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,Add a comment,https://books.toscrape.com/media/cache/13/d1/13d11b26b46484ee73e9923ff307a7b4.jpg,/app/data/images/add-a-comment/a-game-of-thrones-a-song-of-ice-and-fire-1-335f3394.jpg
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,Add a comment,https://books.toscrape.com/media/cache/1a/29/1a298a157f4113d6e0127521aaa1f5f0.jpg,/app/data/images/add-a-comment/a-clash-of-kings-a-song-of-ice-and-fire-2-f15c51ba.jpg
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,Add a comment,https://books.toscrape.com/media/cache/27/3d/273d4c813111bc482e8c473ebd90fbbb.jpg,/app/data/images/add-a-comment/the-tipping-point-how-little-things-can-make-a-big-difference-ced678bc.jpg
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,Add a comment,https://books.toscrape.com/media/cache/4d/e1/4de1d174bf4ab498788c9488c9fd29fc.jpg,/app/data/images/add-a-comment/the-rest-is-noise-listening-to-the-twentieth-century-53938a8e.jpg
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,Add a comment,https://books.toscrape.com/media/cache/95/08/9508e6b28fe4c63e67b3ef33f11eff98.jpg,/app/data/images/add-a-comment/the-purpose-driven-life-what-on-earth-am-i-here-for-0b8d3a25.jpg
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,Add a comment,https://books.toscrape.com/media/cache/41/74/41747f533b211d324799a03dc64ed175.jpg,/app/data/images/add-a-comment/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1-4d2ecb27.jpg
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,Add a comment,https://books.toscrape.com/media/cache/2a/a2/2aa2d8c4a8bfc1972c806ca16718e5c5.jpg,/app/data/images/add-a-comment/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3-088ae0fa.jpg
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,Add a comment,https://books.toscrape.com/media/cache/9d/56/9d5631724c6496b2f012fa5d2f2b6abd.jpg,/app/data/images/add-a-comment/the-end-of-faith-religion-terror-and-the-future-of-reason-a9e2d4aa.jpg
The Complete Poems,41.32,5,Add a comment,https://books.toscrape.com/media/cache/e5/f2/e5f270cf4a079a7d411439abe17691e0.jpg,/app/data/images/add-a-comment/the-complete-poems-1a919b48.jpg
The Catcher in the Rye,24.55,1,Add a comment,https://books.toscrape.com/media/cache/70/f4/70f4dbf8110363f4e7ef32db0ce2a675.jpg,/app/data/images/add-a-comment/the-catcher-in-the-rye-ab485117.jpg
The Case for Christ (Cases for Christianity),47.84,1,Add a comment,https://books.toscrape.com/media/cache/12/3d/123d05986974943a58c5cfa518e11e6d.jpg,/app/data/images/add-a-comment/the-case-for-christ-cases-for-christianity-48f9f285.jpg
The Blind Side: Evolution of a Game,53.71,5,Add a comment,https://books.toscrape.com/media/cache/5e/ee/5eeecab909b9e87ddfb6e3d31078fbbf.jpg,/app/data/images/add-a-comment/the-blind-side-evolution-of-a-game-d20602c0.jpg
Seven Days in the Art World,52.33,2,Add a comment,https://books.toscrape.com/media/cache/35/2c/352c1a7e155c5d03d073bf8ce1564caa.jpg,/app/data/images/add-a-comment/seven-days-in-the-art-world-96dca3ff.jpg
Sarah's Key,46.29,1,Add a comment,https://books.toscrape.com/media/cache/95/b2/95b235aeeae2d1849b78562f36e10aec.jpg,/app/data/images/add-a-comment/sarahs-key-ea2f4816.jpg
Rogue Lawyer (Rogue Lawyer #1),50.11,3,Add a comment,https://books.toscrape.com/media/cache/92/e4/92e4e180ba8fbde3b8ac0c1e71cfc5f4.jpg,/app/data/images/add-a-comment/rogue-lawyer-rogue-lawyer-1-55a6f236.jpg
Manuscript Found in Accra,34.98,2,Add a comment,https://books.toscrape.com/media/cache/26/b7/26b72a3c1cf2a8afdbe92fa1a1d78f41.jpg,/app/data/images/add-a-comment/manuscript-found-in-accra-bc43588c.jpg
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,Add a comment,https://books.toscrape.com/media/cache/cd/53/cd53431a069ee01572988de29ef68da5.jpg,/app/data/images/add-a-comment/fire-bound-sea-havensisters-of-the-heart-5-b80bc842.jpg
Cosmos,36.17,2,Add a comment,https://books.toscrape.com/media/cache/65/7b/657b1d20ea50775c5c87e039ed8aeebc.jpg,/app/data/images/add-a-comment/cosmos-df830dc5.jpg
#GIRLBOSS,50.96,1,Add a comment,https://books.toscrape.com/media/cache/70/9a/709a7625e50abf3fc3f26c0396a62131.jpg,/app/data/images/add-a-comment/girlboss-7b2b437a.jpg
The Sense of an Ending,31.38,3,Add a comment,https://books.toscrape.com/media/cache/75/46/7546899e546c4aa11b501c0c41060727.jpg,/app/data/images/add-a-comment/the-sense-of-an-ending-9b67e4c4.jpg
The Republic,33.78,3,Add a comment,https://books.toscrape.com/media/cache/7b/2c/7b2cb77c4608fce189caebaa842e135d.jpg,/app/data/images/add-a-comment/the-republic-2457c135.jpg
The Odyssey,29.64,3,Add a comment,https://books.toscrape.com/media/cache/0d/e8/0de8211253c4131e0caf9e8528d99443.jpg,/app/data/images/add-a-comment/the-odyssey-1233a1fc.jpg
The Light of the Fireflies,54.43,1,Add a comment,https://books.toscrape.com/media/cache/17/8e/178e6e1cee8e5980e31148ea10a7321f.jpg,/app/data/images/add-a-comment/the-light-of-the-fireflies-b8c6077b.jpg
The Iliad,16.16,1,Add a comment,https://books.toscrape.com/media/cache/b4/49/b449e504e387b69322d85e76a57ab60f.jpg,/app/data/images/add-a-comment/the-iliad-b23446b8.jpg
The Communist Manifesto,14.76,3,Add a comment,https://books.toscrape.com/media/cache/bb/cd/bbcd1a94ebc9fb56f8d079df4557f8e2.jpg,/app/data/images/add-a-comment/the-communist-manifesto-31177d96.jpg
Lord of the Flies,24.89,3,Add a comment,https://books.toscrape.com/media/cache/33/73/3373a168b588e3fb19c558a21da71ac9.jpg,/app/data/images/add-a-comment/lord-of-the-flies-4e590d08.jpg
